  3.8570532019138336e+003	  2.3483858154428326e-004	 -5.2000000000163027e-005	
  3.8572534408569336e+003	  2.7240746312308210e-004	  2.6000000000081510e-005	
  3.8574533009529114e+003	  2.3057904745266982e-004	 -7.4000000000573607e-005	
  3.8576528358459473e+003	  2.4512843424856311e-004	 -4.8999999999743693e-005	
  3.8578526110649109e+003	  2.1071781958270869e-004	 -3.6999999999842714e-005	
  3.8580524208545685e+003	  2.2503363278060520e-004	 -1.0000000000509601e-005	
  3.8582527248859406e+003	  2.6397378204818611e-004	 -6.4000000000064006e-005	
  3.8584524979591370e+003	  1.4758585272540444e-004	 -2.3999999999801958e-005	
  3.8586534619331360e+003	  2.0745796458609874e-004	  1.8999999999991246e-005	
  3.8588532369136810e+003	  3.0522281634887913e-004	 -5.5999999999833960e-005	
  3.8590530488491058e+003	  3.0969002935629230e-004	  3.9999999996709334e-006	
  3.8592533268928528e+003	  4.0668395893118990e-004	 -1.1999999999900979e-005	
  3.8594532308578491e+003	  1.3490900597446447e-004	 -1.3299999999993872e-004	
  3.8596527538299561e+003	  2.6028857858485902e-004	 -5.1000000000023249e-005	
  3.8598525488376617e+003	  2.6480458749768971e-004	 -3.3999999999423380e-005	
  3.8600523538589478e+003	  2.6158319277346225e-004	 -1.0799999999999699e-004	
  3.8602534110546112e+003	  2.3218143460731252e-004	 -3.3000000000171781e-005	
  3.8604533078670502e+003	  3.1627432491925899e-004	  4.6999999999464137e-005	
  3.8606527888774872e+003	  2.8938051529822477e-004	  5.9999999999504885e-006	
  3.8608524980545044e+003	  2.0003365631266916e-004	 -3.7999999999982492e-005	
  3.8610522949695587e+003	  1.7113948212738226e-004	 -4.0999999999513648e-005	
  3.8612525789737701e+003	  2.4776599247945636e-004	  3.3000000000171781e-005	
  3.8614524650573730e+003	  2.9203816494737818e-004	  0.0000000000000000e+000	
  3.8616526808738708e+003	  2.8019838911610089e-004	 -1.7999999999851468e-005	
  3.8618524680137634e+003	  1.9953445854268328e-004	  2.2999999999662180e-005	
  3.8620523688793182e+003	  2.1260896750962435e-004	  4.7000000000352316e-005	
  3.8622525439262390e+003	  3.4426124619294770e-004	 -3.1000000000780403e-005	
  3.8624524500370026e+003	  2.5881199949357115e-004	  1.3500000000021828e-004	
  3.8626533069610596e+003	  2.0769060902537740e-004	 -9.9999999996214228e-006	
  3.8628530919551849e+003	  2.0535025701185400e-004	 -3.2000000000032003e-005	
  3.8630530200004578e+003	  2.7561315403633004e-004	 -1.0000000001397780e-006	
  3.8632532010078430e+003	  3.9165483394108526e-004	  4.5000000000072760e-005	
  3.8634530830383301e+003	  1.9202746436583956e-004	 -2.4999999999941735e-005	
  3.8636526010036469e+003	  2.1358794621529820e-004	 -6.6000000000343562e-005	
  3.8638523809909821e+003	  3.1407180613448205e-004	  2.0000000002795559e-006	
  3.8640522968769073e+003	  2.4597895918297691e-004	  2.1999999999522402e-005	
  3.8642524759769440e+003	  3.9458280616313656e-004	 -4.1999999999653426e-005	
  3.8644523739814758e+003	  2.5637388545182596e-004	  1.2800000000012801e-004	
  3.8646534349918365e+003	  2.6078830300141321e-004	  4.2999999999793204e-005	
  3.8648531360626221e+003	  2.3715541042903583e-004	  7.8000000000244540e-005	
  3.8650529189109802e+003	  2.6959857811124005e-004	  7.8999999999496140e-005	
  3.8652624180316925e+003	  2.3983643338833227e-004	  5.6999999999973738e-005	
  3.8654622459411621e+003	  2.1079623956778165e-004	  1.5000000000320313e-005	
  3.8656631698608398e+003	  2.8331729115179467e-004	  6.5000000000203784e-005	
  3.8658629620075226e+003	  1.9236009887346243e-004	  4.8999999999743686e-005	
  3.8660627729892731e+003	  2.7743043730870022e-004	 -2.7000000000221291e-005	
  3.8662630889415741e+003	  2.0587987725361972e-004	  8.3000000000055252e-005	
  3.8664629149436951e+003	  2.1528311837013851e-004	  2.9000000000500847e-005	
  3.8666624670028687e+003	  2.7381875072336693e-004	  5.6999999999973738e-005	
  3.8668622620105743e+003	  2.0130301893334627e-004	  2.2999999999662180e-005	
  3.8670620629787445e+003	  2.7509392925996701e-004	  4.8999999999743686e-005	
  3.8672623410224915e+003	  2.2644800801302533e-004	 -1.4999999999432134e-005	
  3.8674621729850769e+003	  2.8246382515775907e-004	  5.4999999999694182e-005	
  3.8676630940437317e+003	  2.6841940315183602e-004	 -9.9999999996214228e-006	
  3.8678629100322723e+003	  2.4439409017198548e-004	 -2.8000000000361069e-005	
  3.8680626959800720e+003	  3.0534161833979846e-004	  1.0999999999761201e-005	
  3.8682629840373993e+003	  3.1307676856707600e-004	 -2.8999999999612669e-005	
  3.8684628138542175e+003	  2.5769331127135675e-004	  4.9999999999883464e-005	
  3.8686623878479004e+003	  2.0831628079725074e-004	  1.0000000001397780e-006	
  3.8688621799945831e+003	  2.7101325941856434e-004	 -5.6999999999973738e-005	
  3.8690620019435883e+003	  2.8435086772784964e-004	  0.0000000000000000e+000	
  3.8692622649669647e+003	  2.3163353021295497e-004	  4.5000000000072760e-005	
  3.8694620740413666e+003	  2.6113625082365566e-004	  1.8999999999991246e-005	
  3.8696630198955536e+003	  2.7744578110513313e-004	  3.3999999999423380e-005	
  3.8698628039360046e+003	  2.6104742885676389e-004	  1.0000000000065512e-004	
  3.8700626139640808e+003	  2.5460419585994975e-004	 -2.3999999999801958e-005	
  3.8702629070281982e+003	  2.2837663010581480e-004	  2.4999999999941732e-005	
  3.8704627020359039e+003	  2.3977783976369206e-004	  8.3999999999306851e-005	
  3.8706618080139160e+003	  2.1622714473927635e-004	 -1.0999999999761201e-005	
  3.8708620970249176e+003	  1.9730056727340108e-004	  4.2999999999793204e-005	
  3.8710618958473206e+003	  1.9371799968430174e-004	  3.0000000004193339e-006	
  3.8712621738910675e+003	  2.9766979412960384e-004	 -5.4000000000442583e-005	
  3.8714619870185852e+003	  2.8151163267139690e-004	 -2.9999999999752447e-005	
  3.8716624310016632e+003	  1.8426561775704972e-004	  6.2999999999924228e-005	
  3.8718627259731293e+003	  1.8640627230217429e-004	  2.2000000000410580e-005	
  3.8720625469684601e+003	  2.4427727741049783e-004	  1.1999999999900977e-005	
  3.8722628200054169e+003	  3.0370174176531716e-004	 -4.0000000000262048e-005	
  3.8724626078605652e+003	  2.0343404951914991e-004	 -4.5000000000072760e-005	
  3.8726617269515991e+003	  3.1094829326577458e-004	  3.0999999999892225e-005	
  3.8728620169162750e+003	  2.8056308763765256e-004	  2.1000000000270802e-005	
  3.8730618288516998e+003	  3.1532071998769859e-004	 -5.1000000000023249e-005	
  3.8732621090412140e+003	  1.9786379539459518e-004	 -1.0000000001397780e-006	
  3.8734619188308716e+003	  3.0193302156047541e-004	 -5.5999999999833960e-005	
  3.8736623580455780e+003	  2.7113376448293015e-004	 -1.0099999999990672e-004	
  3.8738626568317413e+003	  2.9209975931981420e-004	 -4.2000000000541604e-005	
  3.8740624499320984e+003	  2.1598080693280384e-004	 -3.6999999999842714e-005	
  3.8742627589702606e+003	  2.4963020064807957e-004	 -3.6999999999842714e-005	
  3.8744625840187073e+003	  3.0956055574961881e-004	  2.2000000000410580e-005	
  3.8746623868942261e+003	  2.3717249806947058e-004	 -3.2000000000032003e-005	
  3.8748626809120178e+003	  2.3381525395723007e-004	  3.0999999999892225e-005	
