t,q_w,q_x,q_y,q_z,b_x,b_y,b_z,cq_w_0,cq_x_0,cq_y_0,cq_z_0,w_x,w_y,w_z,std_w_x,std_w_y,std_w_z,std_b_x,std_b_y,std_b_z,y_x_0,y_y_0,y_z_0,y_x_1,y_y_1,y_z_1,std_y_x_0,std_y_y_0,std_y_z_0,std_y_x_1,std_y_y_1,std_y_z_1,d_x_0,d_y_0,d_z_0,d_x_1,d_y_1,d_z_1
0,0.999998569353436783657685,0.00112852929068381498643736,-0.00126004392696705603583995,-1.42199851350777243612605e-06,0.00400000000000000008326673,0.00800000000000000016653345,0.00189999999999999999618361,0.944575473350297900587691,0.197843708458143918704764,0.0970997470694039133132236,0.243324230786100187406973,0.455466303019513241157057,-0.496104520093001988279013,3.39167434484199414868044,0.000174532925199432964501536,0.000174532925199432964501536,0.000174532925199432964501536,8.72664625997164822507682e-06,8.72664625997164822507682e-06,8.72664625997164822507682e-06,NaN,NaN,NaN,NaN,NaN,NaN,0.20000000000000001110223,0.20000000000000001110223,0.20000000000000001110223,0.100000000000000005551115,0.100000000000000005551115,0.100000000000000005551115,0.1817168119886436450372,0.619803060100148517364005,-0.763428560463371486122242,NaN,NaN,NaN
0.00500000000000000010408341,0.999958403604937817732434,0.00223628392181487263210005,-0.00253986856482024290701527,0.00846989738774922562569714,0.00400012083948649531384145,0.00799994110007091162317661,0.00190013242351758375632553,0.944575473350297900587691,0.197843708458143918704764,0.0970997470694039133132236,0.243324230786100187406973,0.668913643350812825438823,-0.760071498174061832564519,3.38887011751520317304198,0.000174532925199432964501536,0.000174532925199432964501536,0.000174532925199432964501536,8.72664625997164822507682e-06,8.72664625997164822507682e-06,8.72664625997164822507682e-06,NaN,NaN,NaN,NaN,NaN,NaN,0.20000000000000001110223,0.20000000000000001110223,0.20000000000000001110223,0.100000000000000005551115,0.100000000000000005551115,0.100000000000000005551115,0.1817168119886436450372,0.619803060100148517364005,-0.763428560463371486122242,NaN,NaN,NaN
0.0100000000000000002081668,0.999833787883809832486293,0.00443192315458295141294975,-0.00512028207821959950585278,0.0169274148795383536092451,0.0040001118961550648570058,0.00799993568325185061551608,0.0019001974238378710035241,0.944575473350297900587691,0.197843708458143918704764,0.0970997470694039133132236,0.243324230786100187406973,0.874111871993519140566775,-1.03181187323167211644659,3.38312248651129543475236,0.000174532925199432964501536,0.000174532925199432964501536,0.000174532925199432964501536,8.72664625997164822507682e-06,8.72664625997164822507682e-06,8.72664625997164822507682e-06,0.466783449715572451577117,0.353947155519648060106874,-0.810453343611573839844198,NaN,NaN,NaN,0.20000000000000001110223,0.20000000000000001110223,0.20000000000000001110223,0.100000000000000005551115,0.100000000000000005551115,0.100000000000000005551115,0.1817168119886436450372,0.619803060100148517364005,-0.763428560463371486122242,NaN,NaN,NaN
0.0149999999999999994448885,0.999626425751676483955066,0.00658613189122429863037178,-0.00774032353708224447191855,0.0253716218870783556671444,0.00400013322817002574260936,0.00799998083025127600109716,0.00190022914018502441999003,0.944575473350297900587691,0.197843708458143918704764,0.0970997470694039133132236,0.243324230786100187406973,0.856906186672361958045485,-1.04755792639445610703319,3.37826341371215033149156,0.000174532925199432964501536,0.000174532925199432964501536,0.000174532925199432964501536,8.72664625997164822507682e-06,8.72664625997164822507682e-06,8.72664625997164822507682e-06,NaN,NaN,NaN,NaN,NaN,NaN,0.20000000000000001110223,0.20000000000000001110223,0.20000000000000001110223,0.100000000000000005551115,0.100000000000000005551115,0.100000000000000005551115,0.1817168119886436450372,0.619803060100148517364005,-0.763428560463371486122242,NaN,NaN,NaN
0.0200000000000000004163336,0.999336604267032413417837,0.00869814214276283526050548,-0.0103990597354905785904,0.0338016752827239655432301,0.00400017199174211232626241,0.00799993077987598208422604,0.00190018250191309359502234,0.944575473350297900587691,0.197843708458143918704764,0.0970997470694039133132236,0.243324230786100187406973,0.839542835894327099666157,-1.06324336605810265687921,3.37408175224992623597586,0.000174532925199432964501536,0.000174532925199432964501536,0.000174532925199432964501536,8.72664625997164822507682e-06,8.72664625997164822507682e-06,8.72664625997164822507682e-06,NaN,NaN,NaN,NaN,NaN,NaN,0.20000000000000001110223,0.20000000000000001110223,0.20000000000000001110223,0.100000000000000005551115,0.100000000000000005551115,0.100000000000000005551115,0.1817168119886436450372,0.619803060100148517364005,-0.763428560463371486122242,NaN,NaN,NaN
0.0250000000000000013877788,0.998964621158274557188861,0.0107672031622261781674821,-0.0130955427155122275384436,0.0422168185816306634761119,0.00400018618085613668344802,0.00799989783991401741392036,0.00190024229246624340103344,0.944575473350297900587691,0.197843708458143918704764,0.0970997470694039133132236,0.243324230786100187406973,0.821753788177581157015084,-1.07742787047422883262016,3.36928536911520515317875,0.000174532925199432964501536,0.000174532925199432964501536,0.000174532925199432964501536,8.72664625997164822507682e-06,8.72664625997164822507682e-06,8.72664625997164822507682e-06,0.512644698317222480277167,0.0971910783986026094449784,-0.853082239626966276624387,NaN,NaN,NaN,0.20000000000000001110223,0.20000000000000001110223,0.20000000000000001110223,0.100000000000000005551115,0.100000000000000005551115,0.100000000000000005551115,0.1817168119886436450372,0.619803060100148517364005,-0.763428560463371486122242,NaN,NaN,NaN
0.029999999999999998889777,0.998510781421815485359161,0.0127925808277902421788985,-0.0158288111659394825636582,0.0506163807204039820075714,0.00400018486962097890441425,0.00799989064570963588629571,0.00190026968136350880335395,0.944575473350297900587691,0.197843708458143918704764,0.0970997470694039133132236,0.243324230786100187406973,0.804266941624110276443105,-1.09144783152820346039391,3.36477212461344610261449,0.000174532925199432964501536,0.000174532925199432964501536,0.000174532925199432964501536,8.72664625997164822507682e-06,8.72664625997164822507682e-06,8.72664625997164822507682e-06,NaN,NaN,NaN,NaN,NaN,NaN,0.20000000000000001110223,0.20000000000000001110223,0.20000000000000001110223,0.100000000000000005551115,0.100000000000000005551115,0.100000000000000005551115,0.1817168119886436450372,0.619803060100148517364005,-0.763428560463371486122242,NaN,NaN,NaN
0.0350000000000000033306691,0.997975394010801819533185,0.0147735569930532491950137,-0.0185978917630746712341683,0.0589997744464059309388304,0.00400018824504809553804785,0.00799983766985984737218907,0.00190022109572810285992028,0.944575473350297900587691,0.197843708458143918704764,0.0970997470694039133132236,0.243324230786100187406973,0.785765768716956802819595,-1.10514745209226883382314,3.36051343918403455646171,0.000174532925199432964501536,0.000174532925199432964501536,0.000174532925199432964501536,8.72664625997164822507682e-06,8.72664625997164822507682e-06,8.72664625997164822507682e-06,NaN,NaN,NaN,NaN,NaN,NaN,0.20000000000000001110223,0.20000000000000001110223,0.20000000000000001110223,0.100000000000000005551115,0.100000000000000005551115,0.100000000000000005551115,0.1817168119886436450372,0.619803060100148517364005,-0.763428560463371486122242,NaN,NaN,NaN
0.0400000000000000008326673,0.997358768632226166950261,0.0167094288133461527090518,-0.0214018004478047224603543,0.0673664943331161586437261,0.00400020444950573237502534,0.00799982782688344468136066,0.00190026984958695200830792,0.944575473350297900587691,0.197843708458143918704764,0.0970997470694039133132236,0.243324230786100187406973,0.766946979570077735921529,-1.11871645767621208378273,3.35662907524946740878136,0.000174532925199432964501536,0.000174532925199432964501536,0.000174532925199432964501536,8.72664625997164822507682e-06,8.72664625997164822507682e-06,8.72664625997164822507682e-06,0.65579413881341763747912,0.284992842655335976154163,-0.699080200787576933052492,NaN,NaN,NaN,0.20000000000000001110223,0.20000000000000001110223,0.20000000000000001110223,0.100000000000000005551115,0.100000000000000005551115,0.100000000000000005551115,0.1817168119886436450372,0.619803060100148517364005,-0.763428560463371486122242,NaN,NaN,NaN
0.0449999999999999983346655,0.996661212668995766250646,0.0185995080567188941778056,-0.0242395436350373756628773,0.0757161144379459444264668,0.00400013936660070356515773,0.00799979543785568451841339,0.00190022352934563843254723,0.944575473350297900587691,0.197843708458143918704764,0.0970997470694039133132236,0.243324230786100187406973,0.748608673782840905452929,-1.13166270939458479816153,3.35273713319297650414796,0.000174532925199432964501536,0.000174532925199432964501536,0.000174532925199432964501536,8.72664625997164822507682e-06,8.72664625997164822507682e-06,8.72664625997164822507682e-06,NaN,NaN,NaN,NaN,NaN,NaN,0.20000000000000001110223,0.20000000000000001110223,0.20000000000000001110223,0.100000000000000005551115,0.100000000000000005551115,0.100000000000000005551115,0.1817168119886436450372,0.619803060100148517364005,-0.763428560463371486122242,NaN,NaN,NaN
