  3.8580620000362396e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.5466007843625079e+001	
  3.8583120000362396e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.6120147867149058e+001	
  3.8585460000038147e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  3.5872649691111221e+001	
  3.8587809998989105e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  3.4338759262723272e+001	
  3.8590780000686646e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  5.0784591119152104e+001	
  3.8593280000686646e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  5.1418481239280162e+001	
  3.8595620000362396e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  1.3642191090526751e+001	
  3.8598280000686646e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  1.4312623877465493e+001	
  3.8618750000000000e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.5337534951546132e+001	
  3.8621250000000000e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.5461301266558166e+001	
  3.8623900001049042e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  3.4700029460635605e+001	
  3.8626250000000000e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  3.5809285917865658e+001	
  3.8629370000362396e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  5.1889097624123252e+001	
  3.8632179999351501e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  5.1715459922492144e+001	
  3.8634210000038147e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  1.5200933170575921e+001	
  3.8636250000000000e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  1.4129133202036098e+001	
  3.8657500000000000e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.5743078646097729e+001	
  3.8660000000000000e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.6182715039064135e+001	
