Time Latitude Longitude Altitude PositionSigma
46534.47837579 48.982530923568 8.3903459539796 116.43446350098 0.072138755187486
46536.397971133 48.982637737646 8.3904395756801 116.39415740967 0.077077882690173
46537.40790448 48.982638403644 8.3904400660267 116.39430236816 0.077077882690173
46538.417854613 48.982639054039 8.3904406077418 116.39440917969 0.077077882690173
46539.427814058 48.982639701333 8.3904411470687 116.39470672607 0.077077882690173
46540.437704157 48.982640368632 8.3904416416362 116.39482116699 0.077077882690173
46541.447571055 48.982641020649 8.3904421826205 116.39489746094 0.077077882690173
46542.45750414 48.982641670789 8.3904427238241 116.39487457275 0.077077882690173
46543.467420571 48.98264233992 8.3904432196704 116.39485168457 0.077077882690173
46544.477186399 48.98264299402 8.3904437631157 116.39492034912 0.077077882690173
46545.487146318 48.982643646028 8.3904443016455 116.39477539062 0.077077882690173
46546.497019056 48.982644318256 8.390444792625 116.39532470703 0.077077882690173
46547.506781063 48.982644974973 8.3904453372047 116.39517974854 0.077077882690173
46548.516637843 48.9826456288 8.3904458799874 116.39517211914 0.077077882690173
46549.52655747 48.982646302123 8.3904463742274 116.39556884766 0.077077882690173
46550.536380144 48.982646960728 8.3904469172003 116.39527130127 0.077077882690173
46551.546297813 48.982647617358 8.3904474633594 116.39515686035 0.077077882690173
46552.556134492 48.982648291715 8.390447951888 116.39591217041 0.077077882690173
46553.556620892 48.982648952976 8.3904484941506 116.39554595947 0.077077882690173
46554.565888081 48.98264961178 8.3904490383148 116.39540100098 0.077077882690173
46555.575787206 48.982650288455 8.3904495289266 116.39614868164 0.077077882690173
46556.585675987 48.982650952186 8.3904500721994 116.39587402344 0.077077882690173
46557.595615531 48.982651613635 8.3904506146677 116.39552307129 0.077077882690173
46558.605522807 48.982652292496 8.3904511069163 116.39621734619 0.077077882690173
46559.615373617 48.982652958406 8.3904516515705 116.39595794678 0.077077882690173
46560.625244993 48.98265362289 8.3904521942027 116.39569091797 0.077077882690173
46561.635143034 48.982654303591 8.3904526887944 116.3963470459 0.077077882690173
46562.644985218 48.982654971673 8.3904532335878 116.39611053467 0.077077882690173
46563.654853868 48.982655638509 8.3904537785253 116.39585113525 0.077794601355107
46564.664840181 48.982656320994 8.3904542803316 116.39681243896 0.077794601355107
46565.67472556 48.982656991926 8.3904548257033 116.39672088623 0.077794601355107
46566.684600982 48.982657660454 8.3904553709421 116.39641571045 0.077794601355107
46567.69445871 48.982658345315 8.3904558745861 116.39734649658 0.077794601355107
46568.694752963 48.98265901787 8.3904564227676 116.39722442627 0.077794601355107
46569.704205622 48.982659689239 8.3904569673181 116.39707946777 0.077794601355107
46570.714115042 48.982660375331 8.3904574734588 116.39790344238 0.077794601355107
46571.7240302097 48.982661049731 8.3904580208474 116.3977355957 0.077794601355107
46572.733803953 48.98266172296 8.3904585678131 116.39752197266 0.077794601355107
46573.743778622 48.982662410871 8.390459075055 116.39833068848 0.077794601355107
46574.75366829 48.982663088101 8.39045962353 116.39832305908 0.077794601355107
46575.763502718 48.982663762721 8.3904601698486 116.39807891846 0.077794601355107
46576.773425433 48.982664457595 8.3904606793942 116.39806365967 0.077794601355107
46577.783263421 48.982665137122 8.3904612276202 116.39820098877 0.077794601355107
46578.793129246 48.982665814413 8.3904617778371 116.39828491211 0.077794601355107
46579.803019797 48.982666511107 8.3904622895775 116.39846801758 0.077794601355107
46580.812971397 48.982667192196 8.3904628384972 116.39878845215 0.077794601355107
46581.812973661 48.98266787212 8.3904633886502 116.39900970459 0.077794601355107
46582.822724791 48.982668570161 8.390463902026 116.3994140625 0.077794601355107
46583.834990833 48.982669253451 8.3904644522753 116.40001678467 0.077794601355107
46584.842505808 48.982669935469 8.390465001081 116.40031433105 0.077794601355107
46585.852380614 48.982670635089 8.3904655169598 116.40087127686 0.077794601355107
46586.862289581 48.982671320324 8.3904660691134 116.40154266357 0.077794601355107
46587.872126551 48.982672004277 8.3904666182046 116.40216064453 0.077794601355107
46588.881994553 48.982672705124 8.3904671356213 116.40279388428 0.077794601355107
46589.891872729 48.982673391568 8.3904676893295 116.40348052979 0.077794601355107
46590.901792241 48.982674077002 8.3904682416209 116.40419006348 0.077794601355107
46591.911956265 48.982674778546 8.3904687629936 116.40480804443 0.077794601355107
46592.921705223 48.98267546617 8.3904693180609 116.40550231934 0.077794601355107
