  3.1520999939441681e+003	  6.4152145140576101e-004	 -6.7308112020647570e-004	
  3.1522002599239349e+003	  7.5817610335442381e-004	 -6.5830612020700841e-004	
  3.1523001480102539e+003	  7.8524513236960601e-004	 -7.7453612020583762e-004	
  3.1524000389575958e+003	  5.4692222298070847e-004	 -6.4944112020537403e-004	
  3.1524999399185181e+003	  4.4299475066010552e-004	 -5.9723612020690098e-004	
  3.1525998301506042e+003	  8.9505857035403788e-004	 -7.7256612020537574e-004	
  3.1527003049850464e+003	  7.9606808050162819e-004	 -7.4104612020686744e-004	
  3.1528001220226288e+003	  1.0123473671382194e-003	 -6.5042612020516088e-004	
  3.1529000201225281e+003	  8.7139043932760228e-004	 -6.7308112020647570e-004	
  3.1529999070167542e+003	  8.2083778060536251e-004	 -7.4892612020605043e-004	
  3.1530998179912567e+003	  9.9559963190478480e-004	 -6.1890612020576441e-004	
  3.1532002100944519e+003	  1.0327010720159202e-003	 -7.3021112020654755e-004	
  3.1533000960350037e+003	  8.4536466073889776e-004	 -7.0361612020697351e-004	
  3.1533999950885773e+003	  8.3693278791349864e-004	 -7.5779112020679662e-004	
  3.1534998950958252e+003	  1.0088277726517663e-003	 -6.1890612020576441e-004	
  3.1535997929573059e+003	  9.3428724830736784e-004	 -7.2134612020668953e-004	
  3.1537002239227295e+003	  9.5517150516140565e-004	 -6.4648612020690166e-004	
  3.1538001060485840e+003	  6.4869974614951498e-004	 -7.1445112020640522e-004	
  3.1538999800682068e+003	  6.5613473801029974e-004	 -7.4695612020558855e-004	
  3.1539998710155487e+003	  6.8443023667700902e-004	 -6.5830612020612023e-004	
  3.1540999009609222e+003	  7.6733157681303939e-004	 -6.9278112020487725e-004	
  3.1542001681327820e+003	  6.4742176609202924e-004	 -7.2233112020558821e-004	
  3.1543000559806824e+003	  7.3504662437815090e-004	 -7.2824112020608567e-004	
  3.1543999490737915e+003	  6.4499431766480437e-004	 -6.8982612020640488e-004	
  3.1545075221061707e+003	  6.9112875555894814e-004	 -6.5732112020544520e-004	
  3.1546104159355164e+003	  6.5163390343224881e-004	 -7.2725612020629882e-004	
  3.1547107989788055e+003	  5.5895312188642180e-004	 -6.7111112020601382e-004	
  3.1548107490539551e+003	  5.1770504294794861e-004	 -6.5830612020612023e-004	
  3.1549106650352478e+003	  5.6656791826141496e-004	 -7.5089612020651231e-004	
