timestamp,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,gt_position_x,gt_position_y,gt_position_z,gt_orientation_x,gt_orientation_y,gt_orientation_z,gt_orientation_w,gt_vel_x,gt_vel_y,gt_vel_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.44659050072994,-1.4930540144931643,0.024663009063467044,0.005069401484386329,0.0009936354992006716,0.9995691682095594,-0.028892764179539024,2.0506172449242315,0.025140429207956616,0.24712104745737778
0.01,0.08198007971522465,0.04203654423253638,0.011929267999516052,0.22027348959073495,0.011283978181302057,8.864230992556934,220.42617998044125,-1.4944586720034125,0.027284733045287494,0.004853079199846587,0.0014004804987065723,0.9995679888930691,-0.028953788299947606,2.048271265642531,0.022739803499519307,0.24171680336105802
0.02,0.08055381964005054,0.04484065908093698,0.01226149333917843,0.3365878040311818,-0.13672391131678296,9.589461161555557,220.40578727024288,-1.4958384575018235,0.029824974531452664,0.004624248278579345,0.0017989948374823519,0.9995666124097576,-0.029016672812614535,2.046171764530988,0.020288875463811487,0.23444193008461678
0.03,0.07977337138162642,0.04840675658529869,0.012485997871726997,0.34249123706823303,-0.05566842831818394,9.318504563318692,220.38541422189914,-1.4971933911215,0.03233184371989148,0.004378761164162278,0.0021926182780844057,0.9995650671390166,-0.029080843026416354,2.0439304032905268,0.0178477519744011,0.23204222868681934
0.04,0.07847466399438639,0.05181026157797991,0.012745307720305514,0.3428914548758514,0.02055550106630467,9.056382250423518,220.36505913600513,-1.4985235188951256,0.03479923760064361,0.004116040808698836,0.0025803360527569073,0.9995633538654616,-0.029146212157775308,2.0418479571146717,0.015387202923917275,0.22910441173058657
0.05,0.07672615619413328,0.05501277652598509,0.013047886743845499,0.33815518286852553,0.08748752267850197,8.817862648600123,220.3447189683345,-1.4998296765508152,0.03720078045211978,0.003837074262043679,0.0029598377514145385,0.9995614618230758,-0.029213015245075292,2.0400480730301496,0.012964888618596387,0.22359735284305185
0.06,0.07626715729085017,0.05909157468972701,0.013209668104720903,0.44323749053854966,-0.07507076247111824,9.453730410415776,220.32439307245826,-1.5011131988402957,0.039553538398757276,0.0035401114904013557,0.003333190635875892,0.9995593924180067,-0.02928102593430732,2.038331282977527,0.010665273384696644,0.21986648758849087
0.07,0.07552355594557651,0.06299298111470028,0.013347911878512165,0.4262347596734517,-0.010132261438417403,9.200037418897722,220.30408122632784,-1.5023752267312724,0.0418822918448931,0.0032230395354184115,0.003703303393778833,0.9995571457408188,-0.029349786346655832,2.036656592585574,0.008483706440028082,0.21869503590356199
0.08,0.07432376234424296,0.06656583330244069,0.01349605840919001,0.4052578569193854,0.05189417888458957,8.966102038954464,220.2837802807588,-1.5036157644589427,0.04416099378773074,0.0028875087128766236,0.004067883372725154,0.99955471040308,-0.029419305384632184,2.0352730150115472,0.00625739876387546,0.21499725597176714
0.09,0.07371098902292092,0.07041585982394605,0.013666731315075304,0.5084563334023847,-0.10736488364380528,9.553274545846188,220.2634877724974,-1.5048354439654037,0.046378255836461865,0.0025343044983458444,0.004426285118102741,0.9995520718736736,-0.029489674698266584,2.0341297111959102,0.0040587466439076314,0.21023335096251175
0.1,0.0736139060516775,0.07446268642118933,0.013749579483457593,0.47258481366754945,-0.054039750201904574,9.312046103877654,220.24320369007827,-1.5060363315825225,0.04857384075245119,0.00216050484747535,0.004783728546448526,0.9995492024118329,-0.02956078682760079,2.0330181259658024,0.0020904174375963648,0.2095245829293856
0.11,0.0730467644902498,0.07805205467986881,0.013819333063757093,0.4355798024268627,0.008286847107493195,9.085796783913393,220.22292516761763,-1.5072179378254407,0.0507310667806313,0.0017677902146711942,0.0051388051049367665,0.9995460939253068,-0.029632308693587642,2.0321761335031274,3.57395666085843e-05,0.2072295924401887
0.12,0.0722296097397602,0.08128299699148923,0.01390136143371103,0.5229725223318776,-0.12678824702806352,9.635586045877954,220.20264906056772,-1.508380367844239,0.05282696666801439,0.0013584987051170922,0.005489428119100913,0.9995427335302768,-0.02970428432087598,2.0316375801762145,-0.002058273744382802,0.2027107596220829
0.13,0.07267436662016372,0.08506760438341857,0.014006612811723475,0.47687981110778116,-0.06431702195120789,9.399267567230986,220.18237416628614,-1.5095264080670248,0.054888497343824165,0.0009312593449588519,0.005839349021529892,0.9995390814575476,-0.029776826527338967,2.031243186764917,-0.0038608140051587412,0.20095517491335366
0.14,0.07263816244560402,0.08829598256183395,0.014088092545090596,0.4260346240367972,-0.005344800267979927,9.181106580770527,220.16209838866163,-1.5106572435337615,0.056919774028287566,0.00048659518209897895,0.006189648218582002,0.9995351083709257,-0.029849934907476453,2.031062822278323,-0.005558258956653408,0.1996851815881613
0.15,0.07212716138922806,0.09094428677380766,0.014140808344740425,0.372680692285611,0.05346324737180558,8.98185706406218,220.14181850131956,-1.5117724145120324,0.05889751799721122,2.7430516514872878e-05,0.0065380200692369975,0.9995308102862108,-0.02992344949586739,2.0311966862583817,-0.007355341730775684,0.19615463590474927
0.16,0.07230945380886235,0.09368609744989918,0.014091363041624713,0.4277222525771063,-0.05802168831200358,9.46910531536818,220.12153181674262,-1.5128725585721492,0.060820318217371466,-0.0004446779637632337,0.006884496099490096,0.9995261781228054,-0.029997086894936086,2.031604392729704,-0.00911453853545143,0.19253947966193316
0.17,0.07246714361357193,0.09607625134341201,0.013964007298410477,0.3655246550605311,0.007703445167777573,9.261219895233165,220.10123636391242,-1.5139597986302646,0.06271557164197163,-0.0009301078752737972,0.007232292937936509,0.9995211889562604,-0.030070278775961835,2.0322219895456013,-0.010640334721110523,0.19171918540032365
0.18,0.07211553233239545,0.09781397136202441,0.013818611642372244,0.3033004286838773,0.07013922388309174,9.071710314500637,220.08092900772175,-1.5150339368070291,0.0645629501582504,-0.0014256739207600794,0.0075791602599721486,0.9995158493247345,-0.03014283882251496,2.0331538949717958,-0.012235069825939523,0.18891819085965925
0.19,0.0717419058399912,0.09919226871464913,0.013680700854264493,0.34602937468867,-0.020457999107580116,9.521345942455802,220.0606067017844,-1.516094498811265,0.06634582751001145,-0.001928404143610548,0.00792322759576173,0.9995101650393816,-0.03021479281531996,2.034395464965665,-0.013925031178081849,0.18449513489635933
0.2,0.07183290407657682,0.10048893252871038,0.01343322698429589,0.2779098938220051,0.04791975233770082,9.32733279842542,220.04026701954186,-1.5171433220366015,0.06809168464536852,-0.002438286698848445,0.008267258025581748,0.9995041174514342,-0.030285745827738752,2.0358870132878613,-0.015406522685170856,0.18285167689453558
0.21,0.07140846039082241,0.10110151930812873,0.013195651025186892,0.21090242639960843,0.11030590821756765,9.151749734654176,220.01990707937017,-1.5181808787768605,0.0697931450059671,-0.002952743843004673,0.008610168149785234,0.9994977185358209,-0.03035550938329005,2.037675824276535,-0.01687057196589336,0.1805012277207096
0.22,0.07049489870936648,0.10103929595726797,0.012988044911524586,0.14421171089738608,0.17185524125423018,8.995549069255713,219.9995238837271,-1.5192067057645071,0.07143077245006642,-0.00346830983608785,0.008949560641939231,0.9994909937654016,-0.030424161008106524,2.0397780190086228,-0.018434998548219405,0.1762272407263922
0.23,0.07009762147614175,0.10097280211290173,0.012704817659536816,0.1696044172769937,0.12410545416700255,9.393507740284042,219.97911455991272,-1.5202216981650214,0.07301269799956805,-0.00398329243619803,0.009285570497258424,0.9994839539818591,-0.030491593836616076,2.0421766618507147,-0.019917077919168448,0.17277315330833445
0.24,0.06917693746145202,0.10028506587321422,0.01248187367431822,0.09793779125855576,0.2123346789269725,9.23145626817888,219.95867630397595,-1.5212267985929222,0.0745528315066002,-0.004496333470936108,0.009618569337642963,0.9994766089272065,-0.030557721063372158,2.0448594271424723,-0.021298290444550227,0.17071369824240687
0.25,0.06747311383667791,0.09889599860876758,0.012295052395268695,0.027032281997297902,0.30526238727344834,9.086434244429023,219.9382062239162,-1.5222206810694974,0.07603311911067023,-0.00500380633861686,0.009944984581878327,0.9994690097347503,-0.03062283108449195,2.047846100611797,-0.022867571587892512,0.16684646181076943
0.26,0.06525369342115875,0.0971231832190635,0.012086579535061448,0.03791466944073957,0.34702512698476384,9.39648447766851,219.91770143485164,-1.5232023255301779,0.0774439363045804,-0.0055025913344326875,0.010261346482933021,0.9994612247291736,-0.0306869112134732,2.0511355821990866,-0.024582361594999953,0.16200061769091656
0.27,0.06260941121481614,0.09496335159849612,0.011889841510987403,-0.03254209103877537,0.43575579421131827,9.247437600969995,219.8971588216526,-1.5241721150140033,0.07880394005281122,-0.005991475132731345,0.010566051586432552,0.9994533017506491,-0.030749933322409308,2.054732104072526,-0.02624653456701808,0.15899432218048232
0.28,0.05930762839922953,0.09216100881196669,0.011633972613637373,-0.09679431977718357,0.5148214559238283,9.114363212240095,219.87657576382784,-1.525129976147516,0.08010090664413584,-0.006467310998955757,0.010856080665671035,0.9994453223745801,-0.03081179943779529,2.0586152356542122,-0.027966987475281847,0.15473219570965446
0.29,0.05544978859592801,0.08876774595501497,0.011390244231019309,-0.08957230301958244,0.5819439363864445,9.334240777387913,219.85594982621828,-1.5260760562698847,0.0813199472968881,-0.006926867005787228,0.011128502063005556,0.9994373783758832,-0.030872344589607865,2.062775177323366,-0.02972847383414391,0.1489342299037208
0.3,0.051234460320116824,0.085175787626309,0.011102482747097986,-0.15308662294675543,0.6437654069505039,9.205871088655226,219.83527789421169,-1.5270111360560081,0.08246925506305622,-0.0073684145068467575,0.011381177927826122,0.9994295475889254,-0.030931451030077363,2.06725628161994,-0.03142140679400858,0.1438971693908851
0.31,0.04660202830226118,0.081015711019275,0.010801682514776508,-0.20868447471993412,0.6945196666934981,9.094645663236664,219.81455728881465,-1.52793556995706,0.08354701858767227,-0.007789752588380599,0.011612204536252712,0.9994219106774207,-0.030989045133949424,2.072025171316116,-0.03310748154557406,0.13861457872846034
