  3.1520127000072971e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.7260574538515279e+001	
  3.1522331439983100e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.5091938452052307e+001	
  3.1524454437587410e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.9981599787020844e+001	
  3.1526857354738750e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.7104198707833163e+001	
  3.1528566369926557e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.6683096388766600e+001	
  3.1530763450097293e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.5555827186732508e+001	
  3.1532911227010190e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.9765771059855211e+001	
  3.1535229979814030e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.7401334867301614e+001	
  3.1536896562562324e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.7214104654959812e+001	
  3.1539086650768295e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6588154989846618e+001	
  3.1541054116631858e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.9841836577801402e+001	
  3.1543566064322367e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.6587416972257770e+001	
  3.1545209412514232e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.6785873825484693e+001	
  3.1547441500201821e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.5619826640858705e+001	
  3.1549647531113587e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.9374936269530156e+001	
  3.1552167973141186e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.7269655559928310e+001	
  3.1553708159942180e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.6725040552234354e+001	
  3.1555925601334311e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6248946905266632e+001	
  3.1558079281882383e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  2.0559522227138725e+001	
  3.1560389081216417e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.6875537537014850e+001	
  3.1562131064925343e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.6911703170470361e+001	
  3.1564106152001768e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6627599348228799e+001	
  3.1566349080931395e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  2.0245643830852700e+001	
  3.1568592439233325e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.6774237166272187e+001	
  3.1570386135671288e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.6826245225846343e+001	
  3.1572624492472969e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.5657010092544439e+001	
  3.1576954229301773e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.6746767648558432e+001	
  3.1578718887795694e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.6988347959774444e+001	
  3.1581020413194783e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6082757541302701e+001	
  3.1583005564664491e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  2.0304873590620993e+001	
  3.1585772443572059e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.7892248473325253e+001	
  3.1587097840383649e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.6588682305920415e+001	
  3.1589328656108119e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6018852824405933e+001	
  3.1591592449154705e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.9936038596383437e+001	
  3.1593987741391174e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.6699426159322286e+001	
  3.1595571349989623e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.7024411342337892e+001	
  3.1597891384228133e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6145935537214072e+001	
  3.1599993777270429e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.9841159257728233e+001	
  3.1602371688568965e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.7606977157456271e+001	
  3.1604006070541218e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.7233635307943366e+001	
  3.1606049149492756e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6248025829771592e+001	
  3.1608396149124019e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.9796929924870714e+001	
  3.1610598320360295e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.7140892222705702e+001	
  3.1612355293869041e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.7989682137292405e+001	
  3.1614342310293578e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6563742738754449e+001	
  3.1616908202422783e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.9540551232331222e+001	
  3.1619035275732167e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.5516215394168341e+001	
  3.1620694943056442e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.6959793750083861e+001	
  3.1623098979895003e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6767633382449894e+001	
  3.1625373820913956e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.8898457276545511e+001	
  3.1627265264294110e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.6943477986122929e+001	
  3.1629074382544495e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.6900224229336743e+001	
  3.1631305809388869e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6368294052899767e+001	
  3.1633674242096022e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.9633790026490690e+001	
  3.1635939359446056e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.7243761061076881e+001	
  3.1637502166233025e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.7662109019104463e+001	
  3.1639765098397620e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.4987355362366575e+001	
  3.1641932388893329e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.9420574631683667e+001	
  3.1644272985444404e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.6196805359157565e+001	
  3.1645926945437677e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.6761547578310491e+001	
  3.1648138570962474e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6073813828712147e+001	
  3.1650540705914609e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.9207144795536493e+001	
  3.1652655313820578e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.7483504006153822e+001	
  3.1654372160993516e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.6547527216073611e+001	
  3.1656663650269620e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6471220089069892e+001	
  3.1658853565952741e+003	  2.0000000000000000e+000	  0.0000000000000000e+000	  1.9275703969214309e+001	
  3.1661138608744368e+003	  2.0000000000000000e+000	  5.0000000000000000e+000	  6.7314256610184714e+001	
  3.1662762605431490e+003	  2.0000000000000000e+000	  1.0000000000000000e+000	  4.7247654195077239e+001	
  3.1664807808264159e+003	  2.0000000000000000e+000	  6.0000000000000000e+000	  2.6473995147778233e+001	
